code,iata,icao,lat,lon,elevation,name,city,region,country,continent
KHV,KHV,UHHH,48.52799987793,135.18800354004,244.0,Khabarovsk-Novy Airport,Khabarovsk,Khabarovsk Krai,Russia,Europe
,,UHKD,50.60559844970703,137.08099365234375,89.0,Dzemgi Airport,Komsomolsk-na-Amur,Khabarovsk Krai,Russia,Europe
KXK,KXK,UHKK,50.409000396728516,136.9340057373047,92.0,Komsomolsk-on-Amur Airport,Komsomolsk-on-Amur,Khabarovsk Krai,Russia,Europe
DYR,DYR,UHMA,64.73490142822266,177.74099731445312,194.0,Ugolny Airport,Anadyr,Chukotka Autonomous Okrug,Russia,Europe
,,UHMF,62.457000732421875,155.7449951171875,1732.0,Omsukchan Airport,Omsukchan,Magadan Oblast,Russia,Europe
,,UHMG,61.834999084472656,160.54800415039062,207.0,Chaybukha Airport,Chaybukha,Magadan Oblast,Russia,Europe
,,UHMK,67.8450012207,166.13999939,623.0,Keperveem Airport,Keperveem,Chukotka Autonomous Okrug,Russia,Europe
GDX,GDX,UHMM,59.9109992980957,150.72000122070312,574.0,Sokol Airport,Magadan,Magadan Oblast,Russia,Europe
,,UHMN,65.23999786376953,160.5399932861328,0.0,Omolon Airport,Omolon,Chukotka Autonomous Okrug,Russia,Europe
KVM,KVM,UHMO,64.667,170.417007,0.0,Markovo Airport,Markovo,Chukotka Autonomous Okrug,Russia,Europe
BQG,BQG,UHNB,52.38,140.448,0.0,Bogorodskoye Airport,Bogorodskoye,Khabarovsk Krai,Russia,Europe
NLI,NLI,UHNN,53.154998779297,140.64999389648,170.0,Nikolayevsk-na-Amure Airport,Nikolayevsk-na-Amure Airport,Khabarovsk Krai,Russia,Europe
OHO,OHO,UHOO,59.410064697265625,143.05650329589844,0.0,Okhotsk Airport,Okhotsk,Khabarovsk Krai,Russia,Europe
PKC,PKC,UHPP,53.16790008544922,158.45399475097656,131.0,Yelizovo Airport,Petropavlovsk-Kamchatsky,Kamchatka Krai,Russia,Europe
BVV,BVV,UHSB,44.9199981689,147.621994019,79.0,Burevestnik Airport,Iturup Island,Sakhalin Oblast,Russia,Europe
ITU,ITU,UHSI,45.256389,147.95549,387.0,Iturup Airport,Kurilsk,Sakhalin Oblast,Russia,Europe
EKS,EKS,UHSK,49.190299987799996,142.082992554,50.0,Shakhtyorsk Airport,Shakhtersk,Sakhalin Oblast,Russia,Europe
UUS,UUS,UHSS,46.88869857788086,142.71800231933594,59.0,Yuzhno-Sakhalinsk Airport,Yuzhno-Sakhalinsk,Sakhalin Oblast,Russia,Europe
TLY,TLY,UHWP,44.814998626709,136.29200744629,66.0,Plastun Airport,Plastun,Primorsky Krai,Russia,Europe
VVO,VVO,UHWW,43.39899826049805,132.1479949951172,46.0,Vladivostok International Airport,Vladivostok,Primorsky Krai,Russia,Europe
HTA,HTA,UIAA,52.026299,113.306,2272.0,Chita-Kadala Airport,Chita,Zabaykalsky Krai,Russia,Europe
BTK,BTK,UIBB,56.370601654052734,101.697998046875,1610.0,Bratsk Airport,Bratsk,Irkutsk Oblast,Russia,Europe
IKT,IKT,UIII,52.268001556396,104.38899993896,1675.0,Irkutsk Airport,Irkutsk,Irkutsk Oblast,Russia,Europe
ODO,ODO,UIKB,57.866100311299995,114.242996216,919.0,Bodaybo Airport,Bodaybo,Irkutsk Oblast,Russia,Europe
UKX,UKX,UITT,56.8567008972168,105.7300033569336,2188.0,Ust-Kut Airport,Ust-Kut,Irkutsk Oblast,Russia,Europe
UUD,UUD,UIUU,51.80780029296875,107.43800354003906,1690.0,Ulan-Ude Airport (Mukhino),Ulan Ude,Republic of Buryat,Russia,Europe
UJE,UJE,UJAP,8.92805957794,165.761993408,29.0,Ujae Atoll Airport,Ujae Atoll,Ujae,Marshall Islands,Europe
KBP,KBP,UKBB,50.345001220703125,30.894699096679688,427.0,Boryspil International Airport,Kiev,Kiev,Ukraine,Europe
DOK,DOK,UKCC,48.07360076904297,37.73970031738281,791.0,Donetsk International Airport,Donetsk,Donetsk,Ukraine,Europe
MPW,MPW,UKCM,47.07609939575195,37.44960021972656,251.0,Mariupol International Airport,Mariupol,Donetsk,Ukraine,Europe
VSG,VSG,UKCW,48.4174003601,39.3740997314,636.0,Luhansk International Airport,Luhansk,Luhansk,Ukraine,Europe
DNK,DNK,UKDD,48.357200622558594,35.10060119628906,481.0,Dnipropetrovsk International Airport,Dnipropetrovsk,Dnipropetrovsk,Ukraine,Europe
OZH,OZH,UKDE,47.867000579833984,35.31570053100586,373.0,Zaporizhzhia International Airport,Zaporizhia,Zaporizhia,Ukraine,Europe
KWG,KWG,UKDR,48.04330062866211,33.209999084472656,408.0,Kryvyi Rih International Airport,Kryvyi Rih,Dnipropetrovsk,Ukraine,Europe
SIP,SIP,UKFF,45.05220031738281,33.975101470947266,639.0,Simferopol International Airport,Simferopol,Crimea,Ukraine,Europe
HRK,HRK,UKHH,49.924800872802734,36.290000915527344,508.0,Kharkiv International Airport,Kharkiv,Kharkiv,Ukraine,Europe
IEV,IEV,UKKK,50.40194,30.45194,587.0,Kiev Zhuliany International Airport,Kiev,Kiev,Ukraine,Europe
IFO,IFO,UKLI,48.88420104980469,24.686100006103516,919.0,Ivano-Frankivsk International Airport,Ivano-Frankivsk,Ivano-Frankivsk,Ukraine,Europe
LWO,LWO,UKLL,49.8125,23.956100463867188,1071.0,Lviv International Airport,Lviv,Lviv,Ukraine,Europe
CWC,CWC,UKLN,48.259300231933594,25.98080062866211,826.0,Chernivtsi International Airport,Chernivtsi,Chernivtsi,Ukraine,Europe
RWN,RWN,UKLR,50.60710144042969,26.141599655151367,755.0,Rivne International Airport,Rivne,Rivne,Ukraine,Europe
UDJ,UDJ,UKLU,48.634300231933594,22.263399124145508,383.0,Uzhhorod International Airport,Uzhhorod,Zakarpattia,Ukraine,Europe
KHE,KHE,UKOH,46.6758003235,32.506401062,148.0,Chernobayevka Airport,Kherson,Kherson,Ukraine,Europe
ODS,ODS,UKOO,46.42679977416992,30.67650032043457,172.0,Odessa International Airport,Odessa,Odessa,Ukraine,Europe
ARH,ARH,ULAA,64.60030364990234,40.71670150756836,62.0,Talagi Airport,Archangelsk,Arkhangelsk Oblast,Russia,Europe
LDG,LDG,ULAL,64.8960037231,45.7229995728,220.0,Leshukonskoye Airport,Leshukonskoye,Arkhangelsk Oblast,Russia,Europe
NNM,NNM,ULAM,67.63999938964844,53.12189865112305,36.0,Naryan Mar Airport,Naryan Mar,Nenets Autonomous Okrug,Russia,Europe
CSH,CSH,ULAS,65.0299987793,35.7333335876,60.0,Solovki Airport,Solovetsky Islands,Arkhangelsk Oblast,Russia,Europe
CEE,CEE,ULBC,59.273601532,38.015800476100004,377.0,Cherepovets Airport,Cherepovets,Vologda Oblast,Russia,Europe
AMV,AMV,ULDD,69.76329803466797,61.556400299072266,13.0,Amderma Airport,Amderma,Nenets Autonomous Okrug,Russia,Europe
KSZ,KSZ,ULKK,61.235801696777344,46.6974983215332,184.0,Kotlas Airport,Kotlas,Arkhangelsk Oblast,Russia,Europe
LED,LED,ULLI,59.80030059814453,30.262500762939453,78.0,Pulkovo Airport,St. Petersburg,Saint Petersburg (city),Russia,Europe
MMK,MMK,ULMM,68.78170013427734,32.75080108642578,266.0,Murmansk Airport,Murmansk,Murmansk Oblast,Russia,Europe
PKV,PKV,ULOO,57.78390121459961,28.395599365234375,154.0,Pskov Airport,Pskov,Pskov Oblast,Russia,Europe
,,ULPA,61.8250007629,36.5800018311,144.0,Pudozh Airport,Pudozh,Republic of Karelia,Russia,Europe
PES,PES,ULPB,61.88520050048828,34.154701232910156,151.0,Petrozavodsk Airport,Petrozavodsk,Republic of Karelia,Russia,Europe
,,ULWK,59.97700119018555,45.82500076293945,0.0,Kichmengskiy Gorodok Airport,Kichmengskiy Gorodok,Vologda Oblast,Russia,Europe
,,ULWR,61.032001495399996,36.4350013733,217.0,Vytegra Airport,Vytegra,Vologda Oblast,Russia,Europe
BQT,BQT,UMBB,52.108299,23.8981,468.0,Brest Airport,Brest,Brest Voblast,Belarus,Europe
GME,GME,UMGG,52.527000427246094,31.016700744628906,472.0,Gomel Airport,Gomel,Homiel Voblast,Belarus,Europe
KGD,KGD,UMKK,54.88999938964844,20.592599868774414,42.0,Khrabrovo Airport,Kaliningrad,Kaliningrad Oblast,Russia,Europe
GNA,GNA,UMMG,53.60200119018555,24.053800582885742,443.0,Hrodna Airport,Hrodna,Hrodna Voblast,Belarus,Europe
MHP,MHP,UMMM,53.864498138427734,27.53969955444336,748.0,Minsk 1 Airport,Minsk,Minsk Voblast,Belarus,Europe
MSQ,MSQ,UMMS,53.882499694824,28.030700683594,670.0,Minsk National Airport,Minsk,Minsk Voblast,Belarus,Europe
MVQ,MVQ,UMOO,53.954898834228516,30.09510040283203,637.0,Mogilev Airport,Mogilev,Mahilyow Voblast,Belarus,Europe
ABA,ABA,UNAA,53.7400016784668,91.38500213623047,831.0,Abakan Airport,Abakan,Republic of Khakassia,Russia,Europe
,,UNAU,53.3849983215332,92.04499816894531,0.0,Shushenskoye Airport,Kazantsevo,Krasnoyarsk Krai,Russia,Europe
BAX,BAX,UNBB,53.363800048828125,83.53849792480469,837.0,Barnaul Airport,Barnaul,Altai Krai,Russia,Europe
,,UNBI,52.47999954223633,85.33999633789062,620.0,Biysk Airport,Biysk,Altai Krai,Russia,Europe
KEJ,KEJ,UNEE,55.27009963989258,86.1072006225586,863.0,Kemerovo Airport,Kemerovo,Kemerovo Oblast,Russia,Europe
EIE,EIE,UNII,58.47420120239258,92.11250305175781,253.0,Yeniseysk Airport,Yeniseysk,Krasnoyarsk Krai,Russia,Europe
,,UNIS,60.37329864501953,93.01170349121094,1706.0,Severo-Eniseysk Airport,Severo-Eniseysk,Krasnoyarsk Krai,Russia,Europe
,,UNIT,64.333511352539,100.4328918457,2044.0,Tura Mountain Airport,Tura,Krasnoyarsk Krai,Russia,Europe
,,UNIW,60.35969924926758,102.3239974975586,892.0,Vanavara Airport,Vanavara,Krasnoyarsk Krai,Russia,Europe
KJA,KJA,UNKL,56.172901153564,92.493301391602,942.0,Yemelyanovo Airport,Krasnoyarsk,Krasnoyarsk Krai,Russia,Europe
,,UNKM,56.176998138399995,92.5400009155,0.0,Cheremshanka Airport,Krasnoyarsk,Krasnoyarsk Krai,Russia,Europe
KYZ,KYZ,UNKY,51.66939926147461,94.40059661865234,2123.0,Kyzyl Airport,Kyzyl,Tuva Republic,Russia,Europe
OVB,OVB,UNNT,55.012599945068,82.650703430176,365.0,Tolmachevo Airport,Novosibirsk,Novosibirsk Oblast,Russia,Europe
OMS,OMS,UNOO,54.96699905395508,73.31050109863281,311.0,Omsk Central Airport,Omsk,Omsk Oblast,Russia,Europe
TOF,TOF,UNTT,56.380298614502,85.208297729492,597.0,Bogashevo Airport,Tomsk,Tomsk Oblast,Russia,Europe
NOZ,NOZ,UNWW,53.8114013671875,86.877197265625,1024.0,Spichenkovo Airport,Novokuznetsk,Kemerovo Oblast,Russia,Europe
HTG,HTG,UOHH,71.97810363769531,102.49099731445312,95.0,Khatanga Airport,Khatanga,Krasnoyarsk Krai,Russia,Europe
IAA,IAA,UOII,67.43720245361328,86.62190246582031,82.0,Igarka Airport,Igarka,Krasnoyarsk Krai,Russia,Europe
NSK,NSK,UOOO,69.31109619140625,87.33219909667969,574.0,Norilsk-Alykel Airport,Norilsk,Krasnoyarsk Krai,Russia,Europe
THX,THX,UOTT,65.797203064,87.9353027344,128.0,Turukhansk Airport,Turukhansk,Krasnoyarsk Krai,Russia,Europe
AAQ,AAQ,URKA,45.002101898193,37.347301483154,174.0,Anapa Vityazevo Airport,Anapa,Krasnodar Krai,Russia,Europe
EIK,EIK,URKE,46.68,38.21,60.0,Yeysk Airport,Yeysk,Krasnodar Krai,Russia,Europe
GDZ,GDZ,URKG,44.5820926295,38.0124807358,98.0,Gelendzhik Airport,Gelendzhik,Krasnodar Krai,Russia,Europe
KRR,KRR,URKK,45.034698486328,39.170501708984,118.0,Krasnodar Pashkovsky International Airport,Krasnodar,Krasnodar Krai,Russia,Europe
MCX,MCX,URML,42.81679916381836,47.65230178833008,12.0,Uytash Airport,Makhachkala,Republic of Dagestan,Russia,Europe
MRV,MRV,URMM,44.225101470947266,43.08190155029297,1054.0,Mineralnyye Vody Airport,Mineralnyye Vody,Stavropol Krai,Russia,Europe
NAL,NAL,URMN,43.512901306152344,43.636600494384766,1461.0,Nalchik Airport,Nalchik,Kabardino-Balkar Republic,Russia,Europe
OGZ,OGZ,URMO,43.2051010132,44.6066017151,1673.0,Beslan Airport,Beslan,Republic of North Ossetia-Alania,Russia,Europe
IGT,IGT,URMS,43.322299957300004,45.0125999451,1165.0,Magas Airport,Magas,Republic of Ingushetia,Russia,Europe
STW,STW,URMT,45.10919952392578,42.11280059814453,1486.0,Stavropol Shpakovskoye Airport,Stavropol,Stavropol Krai,Russia,Europe
ROV,ROV,URRR,47.2582015991,39.8180999756,280.0,Rostov-on-Don Airport,Rostov-on-Don,Rostov Oblast,Russia,Europe
TGK,TGK,URRT,47.1983333,38.8491667,117.0,Taganrog Yuzhny Airport,Taganrog,Rostov Oblast,Russia,Europe
AER,AER,URSS,43.449902,39.9566,89.0,Sochi International Airport,Sochi,Krasnodar Krai,Russia,Europe
ASF,ASF,URWA,46.2832984924,48.0063018799,-65.0,Astrakhan Airport,Astrakhan,Astrakhan Oblast,Russia,Europe
ESL,ESL,URWI,46.3739013671875,44.33089828491211,501.0,Elista Airport,Elista,Republic of Kalmykia,Russia,Europe
VOG,VOG,URWW,48.782501220703125,44.34550094604492,482.0,Volgograd International Airport,Volgograd,Volgograd Oblast,Russia,Europe
,,US-0014,35.57120132,-93.57520294,775.0,Johnson Farm Lines Airport,Clarksville,Arkansas,United States,Europe
,,US-0096,29.71360016,-92.76290131,2.0,Camp Canard Heliport,Grand Chenier,Louisiana,United States,Europe
,,US-0229,33.99624,-120.0456,88.0,Bechers Bay Airstrip,Santa Rosa Island,California,United States,Europe
,,US-0263,42.01,-87.93,656.0,Ravenswood Airport,Chicago,Illinois,United States,Europe
,,US-0303,33.137551,-84.375,0.0,atl,,(unassigned),United States,Europe
,,US-0418,44.889456,-89.57905,1282.0,St Clare's Hospital Heliport,Weston,Wisconsin,United States,Europe
,,US-0719,20.745933,-156.913039,475.0,Manele Heliport,Lanai,Hawaii,United States,Europe
CEK,CEK,USCC,55.305801,61.5033,769.0,Chelyabinsk Balandino Airport,Chelyabinsk,Chelyabinsk Oblast,Russia,Europe
MQF,MQF,USCM,53.39310073852539,58.755699157714844,1430.0,Magnitogorsk International Airport,Magnitogorsk,Republic of Bashkortostan,Russia,Europe
SLY,SLY,USDD,66.5907974243164,66.61100006103516,218.0,Salekhard Airport,Salekhard,Yamalo-Nenets Autonomous Okrug,Russia,Europe
,,USDO,63.99000167849999,82.0500030518,92.0,Tolka Airport,Tolka,Yamalo-Nenets Autonomous Okrug,Russia,Europe
HMA,HMA,USHH,61.028499603271484,69.08609771728516,76.0,Khanty Mansiysk Airport,Khanty-Mansiysk,Khanty-Mansi Autonomous Okrug,Russia,Europe
,,USHL,59.7239990234375,65.83300018310547,0.0,Lugovoy Airport,Lugovoy,Khanty-Mansi Autonomous Okrug,Russia,Europe
NYA,NYA,USHN,62.110001,65.614998,361.0,Nyagan Airport,Nyagan,Khanty-Mansi Autonomous Okrug,Russia,Europe
OVS,OVS,USHS,61.326622009277344,63.60191345214844,351.0,Sovetskiy Airport,Sovetskiy,Khanty-Mansi Autonomous Okrug,Russia,Europe
URJ,URJ,USHU,60.10329818725586,64.82669830322266,190.0,Uray Airport,Uray,Khanty-Mansi Autonomous Okrug,Russia,Europe
EYK,EYK,USHY,63.686901092499994,66.698600769,82.0,Beloyarskiy Airport,,Khanty-Mansi Autonomous Okrug,Russia,Europe
IJK,IJK,USII,56.82809829711914,53.45750045776367,531.0,Izhevsk Airport,Izhevsk,Udmurt Republic,Russia,Europe
KVX,KVX,USKK,58.503299713135,49.348300933838,479.0,Pobedilovo Airport,Kirov,Kirov Oblast,Russia,Europe
NYM,NYM,USMM,65.48090362548828,72.69889831542969,49.0,Nadym Airport,Nadym,Yamalo-Nenets Autonomous Okrug,Russia,Europe
NUX,NUX,USMU,66.06939697265625,76.52030181884766,210.0,Novy Urengoy Airport,Novy Urengoy,Yamalo-Nenets Autonomous Okrug,Russia,Europe
NJC,NJC,USNN,60.94929885864258,76.48359680175781,177.0,Nizhnevartovsk Airport,Nizhnevartovsk,Khanty-Mansi Autonomous Okrug,Russia,Europe
RAT,RAT,USNR,62.1585998535,77.32890319820001,250.0,Raduzhny Airport,Raduzhnyi,Khanty-Mansi Autonomous Okrug,Russia,Europe
PEE,PEE,USPP,57.914501190186,56.021198272705,404.0,Bolshoye Savino Airport,Perm,Perm Krai,Russia,Europe
KGP,KGP,USRK,62.190399169921875,74.53379821777344,220.0,Kogalym International Airport,Kogalym,Khanty-Mansi Autonomous Okrug,Russia,Europe
NFG,NFG,USRN,61.108299255371094,72.6500015258789,115.0,Nefteyugansk Airport,Nefteyugansk,Khanty-Mansi Autonomous Okrug,Russia,Europe
NOJ,NOJ,USRO,63.18330001831055,75.2699966430664,446.0,Noyabrsk Airport,Noyabrsk,Yamalo-Nenets Autonomous Okrug,Russia,Europe
SGC,SGC,USRR,61.34370040893555,73.40180206298828,200.0,Surgut Airport,Surgut,Khanty-Mansi Autonomous Okrug,Russia,Europe
SVX,SVX,USSS,56.743099212646,60.802700042725,764.0,Koltsovo Airport,Yekaterinburg,Sverdlovsk Oblast,Russia,Europe
TJM,TJM,USTR,57.189601898199996,65.3243026733,378.0,Roshchino International Airport,Tyumen,Tyumen Oblast,Russia,Europe
KRO,KRO,USUU,55.47529983520508,65.41560363769531,240.0,Kurgan Airport,Kurgan,Kurgan Oblast,Russia,Europe
BKN,BKN,UT1H,39.480598,54.366001,5.0,Balkanabat Airport,Balkanabat,Balkan,Turkmenistan,Europe
ASB,ASB,UTAA,37.98680114746094,58.361000061035156,692.0,Ashgabat Airport,Ashgabat,Ahal,Turkmenistan,Europe
KRW,KRW,UTAK,40.063301,53.007198,279.0,Turkmenbashi Airport,Krasnovodsk,Balkan,Turkmenistan,Europe
MYP,MYP,UTAM,37.6194,61.896702,728.0,Mary Airport,Mary,Mary,Turkmenistan,Europe
TAZ,TAZ,UTAT,41.761101,59.826698,272.0,Daşoguz Airport,Daşoguz,Daşoguz,Turkmenistan,Europe
CRZ,CRZ,UTAV,39.08330154418945,63.61330032348633,630.0,Turkmenabat Airport,Türkmenabat,Lebap,Turkmenistan,Europe
DYU,DYU,UTDD,38.543300628699996,68.8249969482,2575.0,Dushanbe Airport,Dushanbe,Districts of Republican Subordination,Tajikistan,Europe
TJU,TJU,UTDK,37.98809814453125,69.80500030517578,2293.0,Kulob Airport,Kulyab,Khatlon Region,Tajikistan,Europe
LBD,LBD,UTDL,40.21540069580078,69.6947021484375,1450.0,Khudzhand Airport,Khudzhand,Sughd Region,Tajikistan,Europe
KQT,KQT,UTDT,37.86640167236328,68.86470031738281,1473.0,Qurghonteppa International Airport,Kurgan-Tyube,Khatlon Region,Tajikistan,Europe
AZN,AZN,UTKA,40.7276992798,72.2939987183,1515.0,Andizhan Airport,Andizhan,Andijon,Uzbekistan,Europe
FEG,FEG,UTKF,40.358798980699994,71.7450027466,1980.0,Fergana International Airport,Fergana,Farg'ona,Uzbekistan,Europe
NMA,NMA,UTKN,40.9846000671,71.5567016602,1555.0,Namangan Airport,Namangan,Namangan,Uzbekistan,Europe
NCU,NCU,UTNN,42.488399505615234,59.62329864501953,246.0,Nukus Airport,Nukus,Qoraqalpogiston Respublikasi,Uzbekistan,Europe
UGC,UGC,UTNU,41.58430099487305,60.641700744628906,320.0,Urgench Airport,Urgench,Xorazm,Uzbekistan,Europe
BHK,BHK,UTSB,39.775001525878906,64.4832992553711,751.0,Bukhara Airport,Bukhara,Buxoro,Uzbekistan,Europe
KSQ,KSQ,UTSL,38.8335990906,65.9215011597,1365.0,Karshi Khanabad Airport,Khanabad,Qashqadaryo,Uzbekistan,Europe
SKD,SKD,UTSS,39.70050048828125,66.98380279541016,2224.0,Samarkand Airport,Samarkand,Samarqand,Uzbekistan,Europe
TMJ,TMJ,UTST,37.28670120239258,67.30999755859375,1027.0,Termez Airport,Termez,Surxondaryo,Uzbekistan,Europe
,,UTTP,41.31269836425781,69.39140319824219,1574.0,Tashkent East Airport,Tashkent,Toshkent,Uzbekistan,Europe
TAS,TAS,UTTT,41.257900238,69.2811965942,1417.0,Tashkent International Airport,Tashkent,Toshkent,Uzbekistan,Europe
KMW,KMW,UUBA,57.7969017029,41.019401550299996,446.0,Kostroma Sokerkino Airport,Kostroma,Kostroma Oblast,Russia,Europe
BKA,BKA,UUBB,55.6171989441,38.0600013733,427.0,Bykovo Airport,Moscow,Moscow Oblast,Russia,Europe
IWA,IWA,UUBI,56.93939971923828,40.940799713134766,410.0,Ivanovo South Airport,Ivanovo,Ivanovo Oblast,Russia,Europe
RYB,RYB,UUBK,58.10419845581055,38.92940139770508,423.0,Staroselye Airport,Rybinsk,Yaroslavl Oblast,Russia,Europe
BZK,BZK,UUBP,53.214199066199996,34.176399231,663.0,Bryansk Airport,Bryansk,Bryansk Oblast,Russia,Europe
ZIA,ZIA,UUBW,55.553299,38.150002,377.0,Zhukovsky International Airport,Zhukovsky,Moscow Oblast,Russia,Europe
DME,DME,UUDD,55.40879821777344,37.90629959106445,588.0,Domodedovo International Airport,Moscow,Moscow Oblast,Russia,Europe
SVO,SVO,UUEE,55.972599,37.4146,622.0,Sheremetyevo International Airport,Moscow,Moscow Oblast,Russia,Europe
,,UUMO,55.51169967651367,37.507198333740234,568.0,Ostafyevo International Airport,Moscow,Moscow Oblast,Russia,Europe
EGO,EGO,UUOB,50.643798828125,36.5900993347168,735.0,Belgorod International Airport,Belgorod,Belgorod Oblast,Russia,Europe
URS,URS,UUOK,51.7505989074707,36.29560089111328,686.0,Kursk East Airport,Kursk,Kursk Oblast,Russia,Europe
LPK,LPK,UUOL,52.70280075073242,39.53779983520508,584.0,Lipetsk Airport,Lipetsk,Lipetsk Oblast,Russia,Europe
VOZ,VOZ,UUOO,51.81420135498047,39.22959899902344,514.0,Voronezh International Airport,Voronezh,Voronezh Oblast,Russia,Europe
VKO,VKO,UUWW,55.5914993286,37.2615013123,685.0,Vnukovo International Airport,Moscow,Moscow Oblast,Russia,Europe
UCT,UCT,UUYH,63.566898345947266,53.8046989440918,482.0,Ukhta Airport,Ukhta,Komi Republic,Russia,Europe
PEX,PEX,UUYP,65.12110137939453,57.13079833984375,98.0,Pechora Airport,Pechora,Komi Republic,Russia,Europe
USK,USK,UUYS,66.00469970703125,57.3671989440918,262.0,Usinsk Airport,Usinsk,Komi Republic,Russia,Europe
VKT,VKT,UUYW,67.48860168457031,63.993099212646484,604.0,Vorkuta Airport,Vorkuta,Komi Republic,Russia,Europe
SCW,SCW,UUYY,61.64699935913086,50.84510040283203,342.0,Syktyvkar Airport,Syktyvkar,Komi Republic,Russia,Europe
GOJ,GOJ,UWGG,56.230098724365,43.784000396729,256.0,Nizhny Novgorod Strigino International Airport,Nizhny Novgorod,Nizhny Novgorod Oblast,Russia,Europe
UUA,UUA,UWKB,54.63999938964844,52.801700592041016,991.0,Bugulma Airport,Bugulma,Republic of Tatarstan,Russia,Europe
KZN,KZN,UWKD,55.606201171875,49.278701782227,411.0,Kazan International Airport,Kazan,Republic of Tatarstan,Russia,Europe
NBC,NBC,UWKE,55.564701080322266,52.092498779296875,643.0,Begishevo Airport,Nizhnekamsk,Republic of Tatarstan,Russia,Europe
JOK,JOK,UWKJ,56.700599670410156,47.904701232910156,348.0,Yoshkar-Ola Airport,Yoshkar-Ola,Mari El Republic,Russia,Europe
CSY,CSY,UWKS,56.090301513671875,47.3473014831543,558.0,Cheboksary Airport,Cheboksary,Chuvash Republic,Russia,Europe
ZIX,ZIX,UWKV,66.7965011597,123.361000061,292.0,Zhigansk Airport,Zhigansk,Sakha (Yakutia) Republic,Russia,Europe
ULV,ULV,UWLL,54.26829910279999,48.226699829100006,463.0,Ulyanovsk Baratayevka Airport,Ulyanovsk,Ulyanovsk Oblast,Russia,Europe
ULY,ULY,UWLW,54.4010009765625,48.80270004272461,252.0,Ulyanovsk East Airport,Ulyanovsk,Ulyanovsk Oblast,Russia,Europe
,,UWOH,52.078333,59.683333,0.0,Kvarkeno,Kvarkeno,Orenburg Oblast,Russia,Europe
REN,REN,UWOO,51.795799255371094,55.45669937133789,387.0,Orenburg Central Airport,Orenburg,Orenburg Oblast,Russia,Europe
OSW,OSW,UWOR,51.0724983215332,58.59560012817383,909.0,Orsk Airport,Orsk,Orenburg Oblast,Russia,Europe
PEZ,PEZ,UWPP,53.110599517822266,45.02109909057617,614.0,Penza Airport,Penza,Penza Oblast,Russia,Europe
SKX,SKX,UWPS,54.12512969970703,45.212257385253906,676.0,Saransk Airport,Saransk,Republic of Mordovia,Russia,Europe
BWO,BWO,UWSB,51.8582992554,47.7456016541,95.0,Balakovo Airport,Balakovo,Saratov Oblast,Russia,Europe
RTW,RTW,UWSS,51.564998626708984,46.04669952392578,499.0,Saratov Central Airport,Saratov,Saratov Oblast,Russia,Europe
UFA,UFA,UWUU,54.557498931885,55.874401092529,449.0,Ufa International Airport,Ufa,Republic of Bashkortostan,Russia,Europe
KUF,KUF,UWWW,53.504901885986,50.16429901123,477.0,Kurumoch International Airport,Samara,Samara Oblast,Russia,Europe
UZR,UZR,UZR,47.09115,81.66521,0.0,Urzhar Airport,Urzhar,East Kazakhstan Region,Kazakhstan,Europe
REW,REW,VA1G,24.503401,81.220299,1000.0,Rewa Airport Chorhata REWA,Rewa,Madhya Pradesh,India,Europe
DIU,DIU,VA1P,20.71310043334961,70.92109680175781,31.0,Diu Airport,Diu,Gujarat,India,Europe
AMD,AMD,VAAH,23.0771999359,72.63469696039999,189.0,Sardar Vallabhbhai Patel International Airport,Ahmedabad,Gujarat,India,Europe
IXU,IXU,VAAU,19.862699508666992,75.39810180664062,1911.0,Aurangabad Airport,Aurangabad,Maharashtra,India,Europe
BOM,BOM,VABB,19.0886993408,72.8678970337,39.0,Chhatrapati Shivaji International Airport,Mumbai,Maharashtra,India,Europe
BHJ,BHJ,VABJ,23.2877998352,69.6701965332,268.0,Bhuj Airport,Bhuj,Gujarat,India,Europe
IXG,IXG,VABM,15.859299659700001,74.6183013916,2487.0,Belgaum Airport,Belgaum,Karnataka,India,Europe
BDQ,BDQ,VABO,22.3362007141,73.2263031006,129.0,Vadodara Airport,Vadodara,Gujarat,India,Europe
BHO,BHO,VABP,23.2875003815,77.3374023438,1711.0,Raja Bhoj International Airport,Bhopal,Madhya Pradesh,India,Europe
BHU,BHU,VABV,21.752199173,72.1852035522,44.0,Bhavnagar Airport,Bhavnagar,Gujarat,India,Europe
GOI,GOI,VAGO,15.3808002472,73.8313980103,150.0,Dabolim Airport,Vasco da Gama,Goa,India,Europe
HBX,HBX,VAHB,15.361700058,75.08489990230001,2171.0,Hubli Airport,Hubli,Karnataka,India,Europe
IDR,IDR,VAID,22.7217998505,75.8011016846,1850.0,Devi Ahilyabai Holkar Airport,Indore,Madhya Pradesh,India,Europe
JLR,JLR,VAJB,23.177799224853516,80.052001953125,1624.0,Jabalpur Airport,,Madhya Pradesh,India,Europe
JGA,JGA,VAJM,22.465499877929688,70.01260375976562,69.0,Jamnagar Airport,Jamnagar,Gujarat,India,Europe
HJR,HJR,VAKJ,24.817199707,79.91860198970001,728.0,Khajuraho Airport,Khajuraho,Madhya Pradesh,India,Europe
KLH,KLH,VAKP,16.6646995544,74.2893981934,1996.0,Kolhapur Airport,,Maharashtra,India,Europe
NDC,NDC,VAND,19.1833000183,77.31670379639999,1250.0,Nanded Airport,Nanded,Maharashtra,India,Europe
